Region,Provider,Specialty,KPI Value,KPI Name,Date
East of England,Norfolk and Norwich University Hospitals NHS Foundation Trust,Upper Gastrointestinal Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Norfolk and Norwich University Hospitals NHS Foundation Trust,Urology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Norfolk and Norwich University Hospitals NHS Foundation Trust,Vascular,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Cardiology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,"Ear, Nose and Throat",24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Gastroenterology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,General Surgery,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Gynaecology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Oral Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Ophthalmology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Orthopaedics,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Pain Management,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Paediatrics,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Paediatric Surgery,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Plastic Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Rheumatology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,North West Anglia NHS Foundation Trust,Urology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Norwich – Newmedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Norwich – Spamedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Gastroenterology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,General Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Gynaecology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Ophthalmology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Orthopaedics,27 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Pain Management,31 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Plastic Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Urology,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Oaks Hospital – Ramsay,Vascular,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Peterborough – Spamedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,General Surgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,Ophthalmology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,Orthopaedics,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,Pain Management,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Pinehill Hospital – Ramsay,Spinal Surgery,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Colorectal,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,"Ear, Nose and Throat",18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Gastroenterology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,General Surgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Gynaecology,29 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Ophthalmology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Orthopaedics,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Pain Management,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Spinal Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Rivers Hospital – Ramsay,Urology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Royal Papworth Hospital NHS Foundation Trust,Cardiology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Royal Papworth Hospital NHS Foundation Trust,Cardiac Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Royal Papworth Hospital NHS Foundation Trust,Respiratory,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Southend Hospital – Circle,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Southend Hospital – Circle,Ophthalmology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Colorectal,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,"Ear, Nose and Throat",18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Gastroenterology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,General Surgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Gynaecology,27 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Neurology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Orthopaedics,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Plastic Surgery,28 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Spinal Surgery,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Springfield Hospital – Ramsay,Urology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,Stevenage – CHEC,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,The Manor Hospital – Circle,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,The Manor Hospital – Circle,Gynaecology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,The Manor Hospital – Circle,Orthopaedics,29 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
East of England,The Manor Hospital – Circle,Urology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
